MSOA,Gentrification,Top 1 Column Name,Top 1 Column Importance,Top 2 Column Name,Top 2 Column Importance,Top 3 Column Name,Top 3 Column Importance
E02000226,33,Passport: North America and the Caribbean,79,Economic Activity: Economically active: Self-employed,56,Single family household: Married or civil partnership couple: No children,36
E02000227,88,Highest Level of Qualification: Level 3 qualifications,94,Not living in a couple: Widowed or surviving partner from a civil partnership,63,Unpaid Care: Provides 1 to 19 hours unpaid care a week,38
E02000228,38,"Occupation: Process, plant and machine operatives",97,Position: Routine occupations,66,Economic Activity: Economically inactive: Long-term sick or disabled,49
E02000230,42,Disabled under the Equality Act: Day-to-day activities limited a lot,93,Occupation: Associate professional and technical occupations,57,UK Identity: British only identity,46
E02000231,-50,UK Identity: British only identity,84,Household Spaces: Caravan or other mobile or temporary structure,52,"Household Spaces: Flat, maisonette or apartment: In a commercial building",44
E02000232,34,"Industry: D: Electricity, gas, steam and air conditioning supply",94,"Main Language: All adults in household have English in England, or English or Welsh in Wales as a main language",63,Age: 30 to 44,43
E02000233,69,Household Spaces: Whole house or bungalow: Semi-detached,85,Industry: J: Information and communication,55,"Passport: Europe, Non-EU",41
E02000234,-35,Position: Lower supervisory and technical occupations,76,Passport: Antarctica and Oceania,59,Industry: I: Accommodation and food service activities,32
E02000235,-29,Industry: H: Transport and storage,98,Welsh: Other combination of skills in Welsh,68,"Occupation: Managers, directors and senior officials",27
E02000236,-88,Occupation: Skilled trades occupations,93,Households: Number of households,71,Living in a couple: Cohabiting,43
E02000237,57,Marital Status: Divorced or civil partnership dissolved,76,One-person household: Aged 66 years and over,56,"Position: Lower managerial, administrative and professional occupations",45
E02000238,-57,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),95,Ownership: Owned: Owns with a mortgage or loan,56,Transport to Work: Passenger in a car or van,26
E02000239,30,Industry: J: Information and communication,76,Single family household: Married or civil partnership couple: No children,54,Single family household: Married or civil partnership couple: No children,46
E02000240,-76,Age: 16 years and over,99,Economic Activity: Economically active: Full-time student,64,Ethnic Group: Mixed or Multiple ethnic groups,47
E02000241,55,UK Identity: British only identity,89,Religion: No religion,68,Health Status: Fair health,29
E02000242,-72,Highest Level of Qualification: No qualifications,83,Health Status: Very good health,62,Medical and care establishment: Other: Care home without nursing,29
E02000243,84,Health Status: Very good health,84,"Position: Lower managerial, administrative and professional occupations",73,Position: Lower supervisory and technical occupations,34
E02000244,5,UK Identity: Northern Irish only identity,97,Single family household: Cohabiting couple family: With dependent children,52,Economic Activity: Economically inactive: Retired,35
E02000245,48,Medical and care establishment: Other: Care home with nursing,92,Economic Activity: Economically inactive: Retired,63,UK Identity: Scottish and British only identity,32
E02000246,-88,Ownership: Private rented: Other private rented,93,Age: 0 to 4,64,Industry: B: Mining and quarrying,44
E02000247,-5,Single family household: Cohabiting couple family: With dependent children,96,UK Identity: Scottish and British only identity,61,Highest Level of Qualification: Level 3 qualifications,36
E02000248,74,Highest Level of Qualification: Level 3 qualifications,76,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,72,Not living in a couple: Married or in a registered civil partnership,42
E02000249,8,Household Spaces: Caravan or other mobile or temporary structure,82,Economic Activity: Economically inactive: Looking after home or family,63,Ownership: Owned: Owns with a mortgage or loan,32
E02000250,15,Highest Level of Qualification: Other qualifications,87,Industry: F: Construction,61,"Industry: E:  Water supply; Sewerage, Waste management and Remediation activities",25
E02000251,5,Household Spaces: Whole house or bungalow: Detached,93,Health Status: Fair health,65,Disabled under the Equality Act: Day-to-day activities limited a little,40
E02000252,54,UK Identity: Welsh only identity,94,Households: Number of households,57,Economic Activity: Economically inactive: Long-term sick or disabled,36
E02000253,40,Ownership: Shared ownership,81,Full-time: 49 or more hours worked,61,Vehicles: No cars or vans in household,43
E02000254,24,Transport to Work: Train,97,Single family household: Cohabiting couple family: All children non-dependent,72,Industry: H: Transport and storage,29
E02000255,9,Medical and care establishment: Local Authority: Care home or other home,80,"Household Spaces: Flat, maisonette or apartment: In a commercial building",58,Passport: Africa,37
E02000256,38,Medical and care establishment: Other: Care home without nursing,93,Ownership: Private rented: Private landlord or letting agency,60,Passport: Africa,46
E02000257,81,Age: 25 to 29,98,Passport: Central and South America,50,Religion: Hindu,37
E02000258,-41,Economic Activity: Economically inactive: Student (including full-time students),99,Single family household: Cohabiting couple family: All children non-dependent,66,"Industry: M: Professional, scientific and technical activities",39
E02000259,27,Median house price,76,Residency: Lives in a communal establishment,53,Household Spaces: Whole house or bungalow: Terraced (including end-terrace),32
E02000260,-91,UK Identity: Northern Irish only identity,87,"Passport: Europe, Non-EU",65,Vehicles: 2 cars or vans in household,38
E02000261,-19,Economic Activity: Economically inactive: Looking after home or family,98,Household Spaces: Whole house or bungalow: Detached,53,Single family household: All aged 66 years and over,33
E02000262,25,Age: 10 to 14,83,"Industry: D: Electricity, gas, steam and air conditioning supply",56,Position: Full-time students,41
E02000263,-37,Single family household: Cohabiting couple family: No children,75,Medical and care establishment: NHS: Other hospital,67,Medical and care establishment: Local Authority: Care home or other home,45
E02000264,-48,"Main Language: All adults in household have English in England, or English or Welsh in Wales as a main language",82,Welsh: No skills in Welsh,65,Residency: Average number of bedrooms per household,41
E02000265,-88,Welsh: Can speak and read but cannot write Welsh,79,Occupation: Skilled trades occupations,63,Passport: No passport,42
E02000266,-65,Economic Activity: Economically active: Self-employed,96,Position: Full-time students,56,UK Identity: Northern Irish only identity,40
E02000267,-78,Economic Activity: Economically active,83,Health Status: Fair health,74,Households: Number of households,25
E02000268,97,Economic Activity: Economically active: Employee: Part-time,92,Age: 65 to 74,50,UK Identity: Cornish and British only identity,47
E02000269,-9,UK Identity: Irish and at least one UK identity,96,Industry: H: Transport and storage,64,Passport: UK,44
E02000270,-69,Passport: No passport,86,Transport to Work: Train,52,Ethnic Group: Other ethnic group,31
E02000271,-38,Age: 5 to 9,89,Industry: B: Mining and quarrying,52,UK Identity: Irish and at least one UK identity,44
E02000272,52,"Household Spaces: Flat, maisonette or apartment: Purpose-built block of flats or tenement",78,Ownership: Shared ownership,54,Religion: No religion,34
E02000274,-41,Age: 0 to 4,79,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),73,One-person household: Aged 66 years and over,27
E02000275,81,Religion: No religion,91,Economic Activity: Economically inactive: Student (including full-time students),57,Religion: No religion,49
E02000276,38,Full-time: 49 or more hours worked,97,Single family household: Married or civil partnership couple: No children,73,"Household Spaces: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)",30
E02000277,93,Welsh: Can speak but cannot read or write Welsh,91,"Transport to Work: Motorcycle, scooter or moped",51,Not living in a couple,28
E02000278,45,Ethnic Group: White,79,Economic Activity: Economically active: Self-employed,62,Vehicles: 1 car or van in household,42
E02000279,13,Industry: G: Wholesale and retail trade; repair of motor vehicles and motorcycles,83,"Industry: D: Electricity, gas, steam and air conditioning supply",72,Part-time: 16 to 30 hours worked,37
E02000280,-85,UK Identity: Northern Irish and British only identity,96,Passport: Africa,63,UK Identity: Non-UK identity only,45
E02000281,23,Not living in a couple: Married or in a registered civil partnership,98,Part-time: 15 hours or less worked,62,Religion: Sikh,42
E02000282,51,Industry: N: Administrative and support service activities,78,Welsh: Can speak Welsh,70,Single family household: Lone parent family: All children non-dependent,43
E02000283,-81,"Occupation: Caring, leisure and other service occupations",84,Economic Activity: Economically active: Unemployed,57,Medical and care establishment: NHS: Other hospital,41
E02000284,46,UK Identity: British only identity,99,Ownership: Lives rent free,53,Age: 10 to 14,33
E02000285,73,Single family household: Lone parent family: With dependent children,82,Economic Activity: Economically inactive: Long-term sick or disabled,50,UK Identity: English and British only identity,44
E02000286,62,Not living in a couple: Widowed or surviving partner from a civil partnership,90,Health Status: Bad health,61,UK Identity: Welsh only identity,47
E02000287,-4,Economic Activity: Economically inactive: Long-term sick or disabled,93,Household Spaces: Caravan or other mobile or temporary structure,65,One-person household: Aged 66 years and over,38
